time	unix_time	mood	moodNotes	trigger	activity	unique_interactions	alone	location	morale	stress	fatigue	compulsions
2018-06-27T11:31:44.407584	1530124304.407584	2.5	a bit sleepy and struggling to focus	woke up groggy this morning	schoolwork, eating	2	True	vacation, LA, home	3	0	3	True
2018-06-27T12:32:54.240249	1530127974.240249	3	content	making good progress on viz	schoolwork	2	True	vacation, LA, home	3.5	0	3	True
2018-06-27T14:08:15.078831	1530133695.078831	4.5	cheerful	video chatting with dawn	chatting, with friends	1	True	vacation, LA, home	3.5	0	2.5	True
2018-06-27T15:12:51.713257	1530137571.713257	4	pretty good	just got off the phone with dawn, finished SATC episode	chatting, with friends, leisure, tv, eating	1	True	vacation, LA, home	3	0	2	False
2018-06-27T16:14:37.297176	1530141277.297176	3.5	focussed	back to corr viz	schoolwork	0	True	vacation, LA, home	4	0	1.5	True
2018-06-27T17:28:41.649336	1530145721.649336	3	still focussed	still working on viz	schoolwork	1	True	vacation, LA, home	3.5	0	2	True
2018-06-27T18:30:29.789024	1530149429.789024	2.5	losing steam	time for dinner	schoolwork	1	True	vacation, LA, home	2.5	0	3	True
2018-06-28T14:06:52.700153	1530220012.700153	3	was grumpy this morning but things are looking up	was annoyed with k at breakfast, but have been productive since	schoolwork, chatting	6	True	vacation, LA, home	4	0.5	1	False
2018-06-28T16:09:52.406741	1530227392.406741	3	focused	working on corr viz	schoolwork	2	False	vacation, LA, cafe	4	0	0.5	True
2018-06-28T21:53:11.389186	1530247991.389186	3.5	sluggish	full and sleepy	leisure, tv, chatting	4	False	vacation, LA, home	2.5	1	3.5	False
2018-07-02T12:18:36.127034	1530559116.127034	3.5	a bit groggy	woke up earlyish, was on phone	schoolwork, with k	1	False	vacation, LA, home	3	0	1.5	False
2018-07-02T13:29:47.651755	1530563387.651755	3.5	focused	working on corr viz	schoolwork, with k	1	False	vacation, LA, home	3.5	0	1	True
2018-07-02T14:30:26.750470	1530567026.75047	3.5	still focused	still working on corr viz	schoolwork, with k	1	False	vacation, LA, home	3.5	0	1	True
2018-07-02T17:36:43.584501	1530578203.584501	3	still focused, a bit tired	we got locked out and had to walk around in the heat	schoolwork, eating, with k	2	False	vacation, LA, home	3	0	1.5	True
2018-07-02T18:45:39.877852	1530582339.877852	3.5	focused	finishing up corr viz for publication!	schoolwork, with k	1	False	vacation, LA, home	4	0	1	True
2018-07-03T11:18:07.195261	1530641887.195261	3.5	pretty good	just had croissants with k and am now researching for our sequoia trip	leisure, errands, email, with k	1	False	vacation, LA, home	3	0	2.5	False
2018-07-03T12:18:43.626229	1530645523.626229	3	satisfied but a bit tired	just finished planning trip, may be hungry/thirsty	errands, with k	1	False	vacation, LA, home	3	0	2.5	False
2018-07-03T13:38:09.346778	1530650289.346778	3.5	riding some momentum of productivity	just finished up some ASH stuff, replied to unanswered texts, etc	ash stuff, email, with k	5	False	vacation, LA, home	4	0	2	True
2018-07-03T17:02:58.910516	1530662578.910516	3	tired and lazy	walked around in the heat to run errands	errands, leisure, feedly, with k	2	False	vacation, LA, home	2.5	0	3	True
2018-07-09T21:36:30.350206	1531186590.350206	1	disappointed, hurt, depressed, uncertain	broke up with k on saturday	chatting, errands, leisure, tv	2	True	home	1	3	4	True
2018-07-10T00:20:04.023613	1531196404.023613	3	better, hopeful	talked with friends and k	chatting	6	True	Home	1	1.5	4.5	True
2018-07-10T08:45:40.169110	1531226740.16911	2	tired af	woke up at 6:30am	chatting, resting	2	True	Home	1.5	2.5	4.5	True
2018-07-10T23:58:17.042089	1531281497.042089	3.5	cheerful	had a nice dinner date and convo with isabella	leisure, tv	2	True	Home	3	1	4	True
2018-07-11T22:10:16.573051	1531361416.573051	1.5	abandoned, anxious, sad	k doesn't want to talk	leisure, tv, ash stuff	0	True	Home	1	4.5	3.5	True
2018-07-11T23:12:43.934073	1531365163.934073	1	abandoned, hopeless	maybe this relationship is over	ash stuff	1	True	Home	1	4	3.5	True
2018-07-12T00:13:43.012613	1531368823.012613	3.5	hopeful again lol	having a productive conversation with k about our problems	chatting, ash stuff	2	True	Home	1.5	2	4.5	True
2018-07-12T09:14:59.034279	1531401299.034279	3	pretty sleepy	just got up	errands, email	1	True	Home	2	1	4	False
2018-07-12T22:59:10.826804	1531450750.826804	3.5	annoyed with k but otherwise content	had a nice date with casey, saw steve for his bday; annoyed with k for not talking to me	with friends, resting	4	True	Home	2.5	1	3.5	True
2018-07-13T00:53:55.752439	1531457635.752439	3	tired physically and emotionally	staying up late talking to k about his problems	chatting	1	True	Home	1	3	4.5	True
2018-07-14T19:55:17.330354	1531612517.330354	4.5	cheerful	had a productive argumenet with k using my fighting game ideas	leisure, resting, with k	1	False	K Home	4	0	1	True
2018-07-14T22:50:18.029098	1531623018.029098	4.5	content	cooked a nice dinner, having fun with k	eating, schoolwork, studying, with k	2	False	K Home	4	0	2.5	True
2018-07-14T23:50:46.271305	1531626646.271305	4	content, focused	working on fighting game	schoolwork, with k, studying	1	False	K home	4	0	2.5	True
2018-07-15T00:55:15.927585	1531630515.927585	3.5	content, sleepy	finished content for fighting game, k approved	errands, resting, with k	1	False	K Home	3	0	4	False
2018-07-15T13:12:28.806070	1531674748.80607	3	lazy	just had breakfast with k, work up late	cooking, eating, leisure, with k	1	False	K Home	2	0	2	True
2018-07-16T21:35:16.669721	1531791316.669721	4	cheerful	cooked dinner with k	cooking, eating, errands, leisure	1	False	K Home	3	0	3	True
2018-07-17T00:24:00.921498	1531801440.921498	3	loved, content, but exhausted	played the fighting game with k until late	studying, with k	2	False	K Home	2	0	5	True
2018-07-17T19:55:10.058460	1531871710.05846	2	tired, unfocused	heat, long day at work, watched SATC	leisure, tv	0	True	Home	2	0	4	True
2018-07-17T21:16:14.022331	1531876574.022331	3.5	still tired but amused/motivated	during the ash call we decided to scrap the website and go squarespace	ash stuff	4	True	Home	3	1	3.5	True
2018-07-17T22:23:40.908696	1531880620.908696	3	randomly motivated	just started a new MOOC to build the fighting game	studying	2	True	Home	4	1	3.5	True
2018-07-17T23:24:24.353281	1531884264.353281	2.5	sleepy	it's late	schoolwork, studying	1	True	Home	2	0	4	True
2018-07-18T19:24:00.531668	1531956240.531668	3.5	optimistic, inspired	had good therapy session, which gave me a project idea	therapy, eating	2	True	Home	3.5	0	2	True
2018-07-18T20:24:00.531668	1531959840.531668	2.5	bemused, frustrated	no progress to talk about on ash call with dev	ash stuff	2	True	Home	3	1	2	False
2018-07-18T21:25:37.800336	1531963537.800336	3	tired	long day i guess	schoolwork, leisure, feedly	3	True	Home	2	1	4	True
2018-07-18T23:19:05.402436	1531970345.402436	4	content	cuddling and talking with k	leisure, with k	1	False	Home	3	0	3.5	True
2018-07-23T14:16:19.914832	1532369779.914832	2.5	exhausted	running errands, lugged groceries back to my place, incredibly humid outside	errands, resting	1	True	Home	2	1	4	False
2018-07-23T15:51:27.074293	1532375487.074293	2.5	slightly annoyed	squarespace is annoying and no one is helping like they promised	ash stuff	3	True	Home	3	1.5	3	True
2018-07-23T19:38:19.704747	1532389099.704747	3.5	physically exhausted	went to yoga	working out, eating	2	True	Home	3.5	1	3.5	False
2018-07-23T20:39:00.039009	1532392740.039009	2.5	bored	working on ash stuff	ash stuff	1	True	Home	3	1	3	True
2018-07-23T21:40:17.810002	1532396417.810002	2.5	bored and really sleepy	working on ash stuff, tired from yoga	ash stuff	2	True	Home	2	1	4.5	True
2018-07-23T22:40:51.609198	1532400051.609198	2.5	still bored and tired	still working on ash stuff	ash stuff	1	True	Home	2	0.5	4.5	True
2018-07-24T10:48:41.558646	1532443721.558646	3	focussed	working on ash ss website	ash stuff	0	True	Home	3	1	3	True
2018-07-24T11:49:08.459457	1532447348.459457	3	still focused	still working on ash ss website	ash stuff	1	True	Home	3	1	3.5	True
2018-07-24T12:50:38.648202	1532451038.648202	2.5	languishing	haven't eaten breakfast yet	ash stuff	1	True	Home	2	1	3	True
2018-07-24T14:43:20.847661	1532457800.847661	2.5	annoyed	squarespace is too much work	ash stuff	2	True	Home	2	1.5	3	False
2018-07-24T15:44:39.994635	1532461479.994635	2	tired, languishing again	still working on ash site	ash stuff	1	True	Home	2	2	3.5	True
2018-07-25T12:46:18.452895	1532537178.452895	2.5	starving, focused	became too obsessed with fixing the ash site since I woke up and haven't eaten	ash stuff	1	True	Home	3.5	1	3	False
2018-07-25T13:47:28.309243	1532540848.309243	3	a bit unfocused and sleepy	procrastinating on getting ready to go out, slept late last night	leisure, feedly	1	True	Home	2	0	3	True
2018-07-25T18:05:29.073702	1532556329.073702	2.5	nervous, anxious	just told ash dev that we're using squarespace...	schoolwork, ash stuff, errands	2	True	K Home	3	4	3.5	True
2018-07-25T22:41:58.122484	1532572918.122484	4	cheerful, content	having a good evening with k	leisure, with k	2	False	K Home	3	0.5	4	True
2018-07-26T00:09:53.466154	1532578193.466154	3	sleepy and unfocused	didn't sleep enough last night, uninterested in doing any work, k is on his new laptop	leisure, feedly	1	False	K Home	1	0	4.5	False
2018-07-26T13:58:10.927110	1532627890.92711	2.5	betrayed, focused	k lied about stupid shit for no reason, working on my cbt app	schoolwork, eating	1	True	Home	3.5	1	2	True
2018-07-26T14:58:39.997080	1532631519.99708	2.5	still focused	still working on my cbt app	schoolwork	1	True	Home	3.5	1	2	True
2018-07-26T17:59:27.296668	1532642367.296668	3.5	cheerful	am on the floor for a bit and having fun	in class, with friends, schoolwork	2	False	School	4	0.5	2	False
2018-07-26T22:27:06.892689	1532658426.892689	2	a little anxious, unfocussed	I ignored k's chat but am still expecting him to try to talk	leisure, tv, feedly	0	True	Home	2	2	3	True
2018-07-26T23:27:06.892689	1532662026.892689	2.5	focused again	working on app	schoolwork, chatting	1	True	Home	3.5	0.5	3	False
2018-07-27T00:28:46.981847	1532665726.981847	2	betrayed, disappointed	just when i think we're making progress repairing our relationship, of course there's  always more bullshit	schoolwork	0	True	Home	3	2	3.5	True
2018-07-27T02:01:10.916176	1532671270.916176	2	sleepy	wasting time watching SATC to distract from my feelings lol	leisure, tv	0	True	Home	1	3	5	True
2018-07-27T12:11:15.962907	1532707875.962907	2	inadequate	unsure about CBT app design 	schoolwork	0	True	Home	2	0	2	True
2018-07-27T13:11:15.962907	1532711475.962907	3	focused, hopeful	have promising idea	eating, schoolwork	0	True	Home	3	0	2	True
2018-07-27T15:11:15.962907	1532718675.962907	3	still focused	still working on CBT app	eating, schoolwork	1	True	Home	3.5	1	2.5	True
2018-07-27T16:13:11.536474	1532722391.536474	2	despondent	k is pathologically insecure	schoolwork	0	True	Home	3	1	2.5	False
2018-07-27T23:43:18.804575	1532749398.804575	3.5	focused	working on app while k naps	schoolwork, with k	3	False	K Home	3.5	0	3	True
2018-07-28T00:45:11.529657	1532753111.529657	4	cheerful, losing steam	k woke up and it's getting late, so can't do much else but relax :)	schoolwork, with k	1	False	K Home	2.5	0	4	True
2018-07-28T14:40:50.023199	1532803250.023199	3.5	content	had finished breakfast, working next to k	schoolwork, with k, leisure, eating	3	False	K Home	3.5	0	2.5	False
2018-07-29T14:08:38.500863	1532887718.500863	3.5	content	had a big breakfast with k, did errands, now working on cbt	eating, errands, schoolwork, with k	1	False	K Home	4	0	3	True
2018-07-29T16:54:04.222837	1532897644.222837	4.5	excited	k and i are working in a beautiful new stumptown that opened near his apartment	schoolwork, leisure	2	False	cafe	4	0	1	True
2018-07-29T17:54:39.712654	1532901279.712654	4	focused	finishing up app mockups	schoolwork, with k	2	False	cafe	4	0	1.5	True
2018-07-29T21:26:55.047910	1532914015.04791	3	focused	working on poster	schoolwork, with k	2	False	K Home	3.5	1	2	False
2018-07-29T22:27:18.036060	1532917638.03606	3	still focused	still working on poster	schoolwork, with k	1	False	K Home	3.5	1	2.5	False
2018-07-29T23:59:18.238276	1532923158.238276	3.5	still focused	working on poster and eating watermelon with k	schoolwork, eating, with k	1	False	K Home	3	1	3	True
2018-07-30T12:13:44.520891	1532967224.520891	3	focused	working on application	schoolwork	0	True	K Home	3	1	2.5	False
2018-07-30T13:14:04.026621	1532970844.026621	3	still focused	still working on application	schoolwork	0	True	K Home	3	2	3	True
2018-07-30T14:57:00.587886	1532977020.587886	3.5	relieved	just submitted the application	schoolwork, email	1	True	K HOme	3	0	3	False
2018-07-30T19:50:45.662708	1532994645.662708	4	tired but happy	had a good dinner with isabella at our fav restaurant	eating, with friends	2	True	Home	3	0	3.5	True
2018-07-30T21:00:02.547758	1532998802.547758	3	lazy	i guess i'm just tired from carrying around so much stuff from bk to chinatown to home	leisure, tv, feedly	0	True	Home	1.5	0	4	True
2018-07-30T23:14:25.935937	1533006865.935937	2	annoyed	can't stop picking at my feet	leisure, tv, feedly	1	True	Home	1	0	4.5	True
2018-07-31T12:20:47.119395	1533054047.119395	2.5	frustrated	wrangling with squarespace again	ash stuff	0	True	Home	3	1	3	False
2018-07-31T13:30:26.715056	1533058226.715056	2	still frustrated	squarespace	ash stuff	0	True	Home	2	3	2.5	False
2018-07-31T16:12:38.462848	1533067958.462848	2.5	bored, tired	ran errands, now back to working on website	errands, ash stuff	3	True	Home	2.5	1	3.5	True
2018-08-01T10:32:36.726729	1533133956.726729	3	neutral	just waking up	email	2	True	Home	3	0	1.5	False
2018-08-01T15:09:08.725860	1533150548.72586	5	cheerful	having fun at school	chatting, with friends, eating	3	False	School	3	0	1	True
2018-08-01T16:09:58.923990	1533154198.92399	4	focused	working on ash website	ash stuff	3	False	School	4	0	1.5	False
2018-08-01T17:25:35.543490	1533158735.54349	4	still focused, cheerful	working on ash site and talking to people	ash stuff, with friends	3	False	School	4	0	1	False
2018-08-02T12:50:09.189406	1533228609.189406	2	numb or just desolate	broke up with k last night	leisure, tv	2	True	Home	1	1	3	True
2018-08-02T14:06:31.754208	1533233191.754208	2.5	still numb but looking forward to plans with friends	chatting	leisure, tv, chatting	5	True	Home	2	1	3	True
2018-08-02T15:16:49.778920	1533237409.77892	2	bummed and feeling guilty 	just finished the entire first season of SATC	leisure, tv	1	True	Home	1	1	3.5	True
2018-08-02T16:57:20.440003	1533243440.440003	3.5	cheerfulish	played ping pong with mo at school	leisure, with friends, schoolwork	2	False	School	2	1	3	False
2018-08-02T17:58:32.244100	1533247112.2441	2	i might be despairing a little bit	the break up	leisure, feedly	1	True	School	1	4	3.5	False
2018-08-02T22:26:08.979966	1533263168.979966	4	loved and supported	lots of support from my friends today; dan and yina stuffed me with foodd tonight	leisure, tv	4	True	Home	2	1	4	True
2018-08-02T23:33:00.473536	1533267180.473536	2.5	restless and guilty	binging on SATC again	leisure, tv	1	True	Home	1	1.5	4.5	True
2018-08-03T12:21:47.070256	1533313307.070256	3	fine	taking care of some things online before i meet casey for a museum date	email, errands	4	True	Home	3	1	4	False
2018-08-03T21:51:14.641815	1533347474.641815	1	lonely, fragile, overwhelmed	terrified by the loss of constant companionship. not sure how to be  alone anymore	leisure, tv, chatting	3	True	Home	0	5	3	True
2018-08-03T22:54:34.693898	1533351274.693898	3	loved, supported, grateful	was feeling panicky so i contacted a few friends for advice. michelle called and we had a good chat, made plans	chatting	5	True	Home	2	3	3.5	False
2018-08-04T00:09:23.849942	1533355763.849942	3	content	planning some trips	leisure, tv, chatting	2	True	Home	2	2	4	True
2018-08-04T01:13:10.811649	1533359590.811649	2	sleepy	staying up late again watching TV	leisure, tv	0	True	Home	2.5	1	5	True
2018-08-04T12:39:47.849755	1533400787.849755	1.5	a little heartbroken	text from k this morning about returning my stuff	email, errands	2	True	Home	1	4	3	False
2018-08-04T13:42:27.795666	1533404547.795666	3	calm	talked to friends and made afternoon plans	leisure, tv	5	True	Home	2	3	3	False
2018-08-05T00:36:27.715587	1533443787.715587	4	cheerful	just got back from movies with ITP people	leisure, with friends	5	True	Home	2	1	4	False
2018-08-05T02:41:21.775010	1533451281.77501	2	tired	staying up late watching SATC	leisure, tv	0	True	Home	1	2	4.5	True
2018-08-05T11:32:48.032837	1533483168.032837	1.5	disappointed, empty, numb	task rabbit brought my stuff over from k's place	errands	3	True	Home	1	3	4	False
2018-08-05T12:34:02.097806	1533486842.097806	2	just numb	had a little cry	errands, leisure, tv	0	True	Home	1	3	4	True
2018-08-05T13:35:33.924693	1533490533.924693	2.5	annoyed	didn't get all my stuff from the taskrabbit so have to pick up from google tomorrow	chatting, leisure, tv, errands	4	True	Home	2	4	4	True
2018-08-05T14:51:36.452656	1533495096.452656	2	empty	unpacking all my stuff from k's	errands, chatting	3	True	Home	1	4	3.5	True
2018-08-05T16:43:31.799477	1533501811.799477	4	encouraged	cafe date with michelle	schoolwork, ash stuff, with friends	2	False	cafe	3.5	1	3	True
2018-08-05T19:53:51.599544	1533513231.599544	2	empty	i miss having someone to talk to at all times	leisure, tv, ash stuff	2	True	Home	2	2	3	False
2018-08-05T23:49:34.506112	1533527374.506112	3.5	supported and cared for	spending the night at michelle's place because i was panicking	ash stuff, with friends	2	False	Friend Home	3	1	4	False
2018-08-06T01:20:44.992588	1533532844.992588	3	exhausted	emotional day	ash stuff	1	False	Friend Home	3	2	5	True
2018-08-06T11:58:16.033140	1533571096.03314	2.5	stunned	just realized that k was codependent, and bailed because I wouldn't let him be this way	email, leisure, chatting	4	True	Friend Home	2	2.5	3	False
2018-08-06T14:45:42.224695	1533581142.224695	3	pretty okay albeit restless	waiting at the airport for my flight	leisure, feedly, email	2	False	Airport	3	1.5	3	True
2018-08-06T20:58:57.704651	1533607137.704651	3.5	supported	parents were okay with breakup, chatting with friends	email, chatting	4	False	Parents Home	3	0	3	False
2018-08-07T00:14:05.711789	1533618845.711789	3	focused	working on gratitude log	schoolwork	0	False	Parents Home	4	2	5	False
2018-08-07T01:37:14.193657	1533623834.193657	4	relieved	i thought i deleted all my work, but alex saved me	schoolwork, chatting	1	False	Parents Home	3	3	5	True
2018-08-07T12:15:56.065900	1533662156.0659	3	unfocused but otherwise fine	reading/doing a bunch of random things, chatting, but haven't started working yet	leisure, chatting	6	True	Parents Home	2	2	2	True
2018-08-07T14:45:17.138645	1533671117.138645	2	unfocused, feeling resentful towards k today	just came back from lunch with dad, am catching up with emails etc	leisure, eating, email	3	True	Parents Home	2.5	1.5	2.5	True
2018-08-07T16:41:14.904947	1533678074.904947	1	abandoned, bitter	saw that k updated his essay on google drive	schoolwork	1	False	Parents Home	2	4	2	True
2018-08-07T18:16:15.364223	1533683775.364223	2.5	restless	can't seem to get data off my apps, still feeling bad about the breakup but better now that i'm chatting with friends	schoolwork, chatting	6	False	Parents Home	1.5	3	2.5	False
2018-08-07T20:11:47.502395	1533690707.502395	3	more balanced and at peace	did a forgiveness exercise with the calm app	ash stuff, meditation	8	True	Parents Home	3	1	3	True
2018-08-07T21:36:14.970786	1533695774.970786	2	sad	reusing k's old code	schoolwork, meditation, working out	3	True	Parents Home	2.5	2	3	True
2018-08-07T22:36:55.805994	1533699415.805994	3	focused	working on project	schoolwork, eating	2	False	Parents Home	3	1	3.5	True
2018-08-07T23:54:21.538832	1533704061.538832	2.5	focused and sad	working on correlation stuff and missing him	schoolwork	0	False	Parents Home	3	2	4	False
2018-08-08T00:56:16.615992	1533707776.615992	3	fine i guess	i seem to have snapped out of it for the most part	schoolwork	0	False	Parents Home	2	1	4.5	False
2018-08-08T11:48:45.845549	1533746925.845549	3	more or less content	did some meditation and now back to work	eating, meditation, schoolwork	4	True	Parents Home	3	0	3	False
2018-08-08T12:58:24.180055	1533751104.180055	3	focused	working on project	schoolwork	0	True	Parents Home	3.5	0	2.5	True
2018-08-08T14:01:43.660395	1533754903.660395	3	still focused	still wrestling with pandas	schoolwork	1	True	Parents Home	3.5	1	2	True
2018-08-08T15:59:16.490651	1533761956.490651	3.5	encouraged, empowered	had therapy session over google hangout	therapy	1	True	Parents Home	4	1	2	True
2018-08-08T20:43:24.560360	1533779004.56036	2	a little empty, restless, and/or anxious	talking to my mom about plans, thinking about family makes me miss having a boyfriend	leisure	3	False	Parents Home	1.5	2.5	3	True
2018-08-08T21:45:46.496490	1533782746.49649	2	still blah	watching tv to distract myself	leisure, tv	3	False	Parents Home	1	2	3.5	True
2018-08-08T23:31:12.582192	1533789072.582192	2.5	frustrated but focused	working on proj again	schoolwork	3	False	Parents Home	2.5	1.5	4	True
2018-08-09T00:32:40.848151	1533792760.848151	2	a bit annoyed	finally figured out the problem i was working on all day, abut the payoff was underwhelming	schoolwork	0	False	Parents Home	2	2	4.5	False
2018-08-09T10:03:57.265661	1533827037.265661	3	focused	back to the project	schoolwork, email	0	True	Parents Home	3	0	3.5	False
2018-08-09T11:44:39.889044	1533833079.889044	2	empty, stressed out	breakup and weird situation with donut dash and upstate trip	errands	3	True	Parents Home	1.5	3.5	2.5	True
2018-08-09T13:18:28.683053	1533838708.683053	2.5	okay	keeping physically busy to distract myself	working out, meditation, errands	3	True	Parents Home	2.5	2	3	False
2018-08-09T14:44:05.162534	1533843845.162534	3	focused, proud	doing well on project	schoolwork	0	True	Parents Home	3.5	1	2.5	True
2018-08-09T16:23:43.337939	1533849823.337939	3	still focused	still working on project	schoolwork	3	False	Parents Home	3.5	1	2.5	True
2018-08-09T17:49:07.966842	1533854947.966842	3.5	excited	talked to dawn on the phone, looking forward to visiting her	chatting, schoolwork	4	False	Parents Home	3	0.5	2.5	False
2018-08-09T19:59:29.949517	1533862769.949517	3	fine, a little restless	taking a break from work	leisure, tv	3	False	Parents Home	2.5	1	3	False
2018-08-09T21:02:33.653008	1533866553.653008	3	still okay	chatting and watching SATC	leisure, tv, chatting	5	False	Parents Home	2	0	3	True
2018-08-10T00:02:17.729514	1533877337.729514	3	focused	suddenly obsessed with getting my CBT app on my portfolio	schoolwork	2	False	Parents Home	3.5	0	4.5	False
2018-08-10T10:30:01.636332	1533915001.636332	4	excited and terrified	was offered an artist stipend to travel to london and present at mozfest!	email, chatting	4	True	Parents Home	4	2.5	4	False
2018-08-10T15:06:07.312111	1533931567.312111	3	pretty content	doing some work at a cafe in chicago	schoolwork	3	False	cafe	3.5	1.5	3	False
2018-08-10T16:16:23.981165	1533935783.981165	3	still pretty content	still doing work (trying to rescrape my IG)	schoolwork	3	False	cafe	3	1	3	False
2018-08-10T21:20:12.109316	1533954012.109316	4	cheerful	watching TV with dawn	schoolwork, leisure, tv, with friends	2	False	Friend Home	3	0	2	True
2018-08-10T22:22:27.799033	1533957747.799033	3.5	unfocused	watching tv	leisure, tv, with friends	1	False	Friend Home	2	0	3.5	True
2018-08-11T01:16:00.394909	1533968160.394909	3.5	sleepy	binge watching this is us 	leisure, tv, with friends	1	False	Friend Home	1.5	0	4.5	False
2018-08-11T13:24:47.219460	1534011887.21946	4	cheerful	at a cafe with dawn	schoolwork, with friends	3	False	cafe	3	0	2	False
2018-08-11T14:26:10.235595	1534015570.235595	3.5	frustrated	can't figure out this ig thing	schoolwork, chatting, with friends	2	False	cafe	2.5	1	2	True
2018-08-11T16:41:40.369084	1534023700.369084	3.5	still frustrated	gave up on ig thing and now datetime is giving me trouble again	schoolwork, with friends	2	False	Friend Home	3	1.5	2	True
2018-08-11T18:00:48.227264	1534028448.227264	3	focused	finally got my QualityTime data in jupter notebook	schoolwork, with friends	2	False	Friend Home	3	2.5	3	False
2018-08-12T14:46:24.055002	1534103184.055002	3.5	sleepy, unmotivated	not sure, big brunch?	eating, with friends	3	False	Friend Home	1.5	0	3.5	False
2018-08-12T15:47:37.436807	1534106857.436807	3.5	still sleepy but accomplished	got keystroke dynamics data into jupyter notebook	schoolwork, with friends	1	False	Friend Home	3	0	3.5	False
2018-08-12T17:04:16.941026	1534111456.941026	3.5	a little more alive	taking a break from work	leisure, feedly, with friends	3	False	Friend Home	3	0	3	False
2018-08-12T18:25:55.727144	1534116355.727144	4	accomplished	figured out how to compress the QualityTime data	schoolwork, with friends	2	False	Friend Home	3.5	0	2.5	True
2018-08-13T22:58:26.940486	1534222706.940486	3.5	tired	long day of travel	leisure, tv, with friends	1	False	Friend Home	2	0	4.5	True
2018-08-14T10:34:52.441047	1534264492.441047	3	groggy	slept too much or something	email, leisure, feedly	2	True	Friend Home	2.5	0	3	True
2018-08-14T11:43:44.703006	1534268624.703006	3.5	still groggy but cheerful	just doing some work with Maryl	Errands, with friends	2	False	Friend Home	3	0	3.5	False
2018-08-14T12:46:55.271155	1534272415.271155	4	content	good convos with maryl	errands, with friends	1	False	Friend Home	3	0	3	True
2018-08-14T16:07:18.019189	1534284438.019189	3.5	content	just took a nap	leisure, feedly	1	True	Friend Home	3	0	2.5	False
2018-08-14T17:11:18.303898	1534288278.303898	3	focused	working on corr again	schoolwork	2	True	Friend Home	3.5	0	2	False
2018-08-14T21:41:40.642220	1534304500.64222	2.5	sleepy and bummed out	all this codependency talk makes me sad	eating, with friends, leisure	1	False	Friend Home	2.5	0	3.5	False
2018-08-14T23:44:26.872516	1534311866.872516	1.5	sad	probably talked too much about him today	leisure, tv	0	False	Friend Home	1	1	4	True
2018-08-15T00:48:36.345665	1534315716.345665	2.5	focused	working on corr stuff again	schoolwork	0	False	Friend Home	3	0	4	True
2018-08-15T11:11:29.942030	1534353089.94203	3	fine	just doing some errands online	errands, leisure, feedly	2	True	Friend Home	3	1.5	2.5	True
2018-08-15T12:18:17.633159	1534357097.633159	2.5	sleepy, low energy	maybe the altitude	leisure, feedly, schoolwork, with friends	4	False	Friend Home	2.5	0.5	3.5	True
2018-08-15T22:38:41.826781	1534394321.826781	4	understood, optimistic	more good convos with maryl	leisure, feedly, with friends	1	False	Friend Home	3	0	3	False
2018-08-16T00:27:50.127888	1534400870.127888	2.5	blah	watching tv again	leisure, tv	0	False	Friend Home	1.5	0	4.5	True
2018-08-16T12:08:23.738625	1534442903.738625	3.5	focused	working on viz	schoolwork, with friends	2	False	Friend Home	3.5	0	2.5	True
2018-08-16T13:08:23.738625	1534446503.738625	3.5	still focused	still working on viz	schoolwork, with friends	2	False	Friend Home	3.5	0	2.5	False
2018-08-16T14:12:38.585986	1534450358.585986	3	a little restless	finished updating viz, don't want to continue work	schoolwork, leisure, feedly	2	False	Friend Home	2.5	1	3	False
2018-08-16T21:29:56.217367	1534476596.217367	4	content	had a nice hike and dinner with maryl	leisure, with friends, working out	2	False	Friend Home	3	0	3.5	False
2018-08-16T22:50:26.951887	1534481426.951887	4	supported	encouragement from friends on fb and over text	leisure, feedly	3	False	Friend Home	3	0	4	True
2018-08-16T23:51:15.390107	1534485075.390107	3	sleepy	watching tv before bed	leisure, tv	1	False	Friend Home	2	0	5	True
2018-08-17T11:22:50.628881	1534526570.628881	3	a little restless	don't want to get too deep in the workhole before Maryl gets back	schoolwork, email, leisure, feedly	2	True	Friend Home	3	1	2	False
2018-08-17T12:25:38.990113	1534530338.990113	4	cheerful	talking to maryl	errands, with friends	1	False	Friend Home	3	0	2	True
2018-08-17T14:00:43.051302	1534536043.051302	2	resentful, hurt	got a text this morning from k about my stuff	errands, leisure, tv	1	True	Friend Home	2	3	1.5	True
2018-08-17T22:33:46.120058	1534566826.120058	2.5	panicking	just realized i fucked up the timestamps for my trackers	schoolwork	2	False	airport	2.5	4.5	2	False
2018-08-18T12:04:24.768624	1534608264.768624	3	groggy	took a redeye back to ny, just woke up	email, chatting	3	True	Home	3	1	2	False
2018-08-18T21:37:46.655454	1534642666.655454	4.5	happy, excited	had a great day at the beach with lauren and sandy, excited about the year to come	leisure, with friends	2	True	Home	3.5	0	2	False
2018-08-18T23:06:46.853323	1534648006.853323	3	content	watching a MOOC video	studying, leisure	1	True	Home	3	0	3	True
2018-08-19T00:08:10.516437	1534651690.516437	2	sleepy, a little lonely	trying to stay busy	schoolwork, leisure	2	True	Home	2.5	0	4	True
2018-08-19T01:12:26.703379	1534655546.703379	2.5	fine i guess	just watched an episode of SATC	leisure, tv	1	True	Home	2	0	4.5	True
2018-08-19T13:58:25.180659	1534701505.180659	3	pretty good	chatting and planning the day	leisure, chatting	5	True	Home	3	0.5	3	False
